Date,VALE3,ELET3,BBAS3,B3SA3,ABEV3,ITUB4,BBDC4,WEGE3,PETR3,RENT3
2023-05-09,70.69000244140625,34.7599983215332,42.032066345214844,12.456953048706055,14.5,26.232990264892578,14.954008102416992,39.796512603759766,25.91982078552246,58.629608154296875
2023-05-10,69.36000061035156,35.91999816894531,42.58009338378906,12.44703483581543,14.399999618530273,26.618915557861328,14.983580589294434,39.287322998046875,25.967050552368164,59.743896484375
2023-05-11,68.01000213623047,36.060001373291016,43.45107650756836,12.67514705657959,14.5,26.87619972229004,15.180732727050781,39.25737380981445,26.590486526489258,61.52477264404297
2023-05-12,68.08000183105469,35.29999923706055,43.284706115722656,12.724737167358398,14.449999809265137,26.628812789916992,15.249736785888672,38.848026275634766,27.5256404876709,61.21635437011719
2023-05-15,69.05999755859375,35.59000015258789,43.49021911621094,12.893342971801758,14.619999885559082,26.727767944335938,15.486319541931152,39.57686233520508,26.977771759033203,60.94772720336914
2023-05-16,67.63999938964844,35.220001220703125,42.23757553100586,12.704901695251465,14.600000381469727,26.638708114624023,15.496176719665527,39.63676834106445,27.582317352294922,60.81839370727539
2023-05-17,69.87999725341797,34.66999816894531,42.30607986450195,13.21071720123291,14.5600004196167,26.905885696411133,15.427173614501953,39.39714813232422,27.412288665771484,61.932682037353516
2023-05-18,69.9800033569336,34.2599983215332,42.2767219543457,13.379322052001953,14.550000190734863,26.80693244934082,15.476461410522461,39.237403869628906,27.535085678100586,62.619163513183594
2023-05-19,69.20999908447266,35.31999969482422,43.09877014160156,13.448748588562012,14.579999923706055,26.589231491088867,15.851051330566406,40.06608200073242,27.66733169555664,62.987281799316406
2023-05-22,68.0999984741211,35.79999923706055,42.53116226196289,13.280143737792969,14.619999885559082,26.084558486938477,15.693328857421875,40.29571533203125,27.251707077026367,62.987281799316406
2023-05-23,66.55999755859375,35.83000183105469,43.529361724853516,13.101619720458984,14.59000015258789,26.2923641204834,15.821477890014648,40.155941009521484,27.818466186523438,62.67885971069336
2023-05-24,65.05000305175781,35.08000183105469,43.656585693359375,12.754490852355957,14.65999984741211,26.143932342529297,15.338455200195312,39.75657653808594,28.120738983154297,62.36049270629883
2023-05-25,64.8499984741211,36.08000183105469,43.70551681518555,13.071866035461426,14.739999771118164,26.965259552001953,15.890481948852539,38.977821350097656,27.912925720214844,63.61406707763672
2023-05-26,66.33000183105469,35.5,43.45107650756836,13.547927856445312,14.760000228881836,26.75745391845703,15.890481948852539,39.44706726074219,28.37578010559082,63.91253662109375
2023-05-29,65.83000183105469,34.779998779296875,43.37278366088867,13.418993949890137,14.760000228881836,26.638708114624023,15.910196304321289,38.81807327270508,28.196306228637695,63.90259552001953
2023-05-30,64.27999877929688,34.83000183105469,43.74466323852539,13.240471839904785,14.479999542236328,26.262680053710938,15.476461410522461,38.278934478759766,27.93181800842285,62.88779067993164
2023-05-31,63.810001373291016,35.29999923706055,43.6663703918457,13.21071720123291,14.40999984741211,26.054874420166016,15.289167404174805,37.55009841918945,27.591760635375977,61.7237548828125
2023-06-01,65.16000366210938,35.599998474121094,43.783809661865234,14.182677268981934,14.239999771118164,26.438730239868164,15.555322647094727,37.13076400756836,28.394672393798828,65.19596099853516
2023-06-02,67.94000244140625,36.34000015258789,44.43375015258789,14.301692962646484,14.460000038146973,26.824913024902344,15.574049949645996,37.61000061035156,28.73472785949707,65.81280517578125
2023-06-05,67.37999725341797,36.439998626708984,44.711830139160156,14.341364860534668,14.40999984741211,26.88432502746582,16.116872787475586,37.570064544677734,28.914201736450195,66.15106964111328
2023-06-06,67.5999984741211,38.189998626708984,45.228271484375,14.29177474975586,14.819999694824219,27.072465896606445,16.373477935791016,38.139156341552734,29.499853134155273,67.45439910888672
2023-06-07,68.66999816894531,38.02000045776367,45.20840835571289,14.619067192077637,14.850000381469727,27.151683807373047,16.36360740661621,38.089237213134766,30.41611671447754,67.20567321777344
